10966
00001740	0
00001930	1
00002137	2
00002325	3
00002452	4
00002573	5
00002684	6
00003316	7
00003356	8
00003431	9
00003553	10
00004227	11
00004258	12
00004475	13
00004605	14
00005041	15
00006032	16
00006484	17
00007347	18
00007739	19
00007846	20
00008055	21
00009631	22
00010241	23
00010435	24
00011757	25
00012267	26
00013160	27
00013328	28
00013615	29
00014201	30
00014549	31
00015388	32
00017222	33
00018158	34
00019128	35
00019131	36
00019448	37
00019613	38
00019792	39
00020090	40
00020671	41
00020827	42
00020926	43
00021265	44
00021766	45
00021939	46
00022316	47
00022686	48
00023100	49
00023271	50
00023383	51
00023773	52
00024264	53
00024279	54
00024720	55
00026192	56
00027167	57
00027705	58
00027807	59
00028270	60
00028362	61
00028565	62
00029025	63
00029378	64
00029677	65
00030358	66
00031264	67
00031820	68
00031921	69
00032613	70
00032823	71
00033020	72
00033599	73
00033615	74
00034213	75
00034288	76
00034574	77
00035189	78
00035758	79
00036762	80
00037396	81
00037457	82
00037919	83
00038750	84
00038849	85
00039021	86
00039488	87
00040152	88
00040325	89
00040353	90
00040685	91
00040804	92
00040962	93
00041188	94
00041899	95
00042311	96
00042457	97
00042541	98
00042757	99
00043195	100
00043411	101
00043609	102
00043683	103
00043765	104
00043902	105
00044149	106
00044150	107
00044353	108
00044455	109
00044673	110
00044797	111
00045250	112
00045639	113
00045646	114
00045907	115
00046109	116
00046177	117
00046522	118
00046534	119
00046639	120
00047317	121
00047745	122
00047945	123
00048129	124
00048225	125
00048374	126
00048633	127
00048656	128
00048828	129
00049003	130
00049197	131
00050037	132
00050195	133
00050652	134
00050693	135
00051525	136
00051712	137
00051761	138
00052043	139
00052334	140
00052500	141
00052672	142
00053097	143
00053609	144
00053913	145
00054628	146
00055142	147
00055315	148
00055539	149
00055633	150
00055871	151
00056188	152
00056334	153
00056688	154
00056930	155
00057486	156
00057506	157
00057895	158
00058002	159
00058337	160
00058519	161
00058743	162
00059019	163
00059127	164
00059376	165
00059552	166
00060201	167
00061290	168
00061598	169
00061917	170
00062133	171
00062451	172
00062806	173
00063291	174
00063652	175
00064479	176
00064643	177
00064889	178
00065070	179
00065184	180
00065370	181
00065575	182
00065639	183
00065791	184
00066216	185
00066636	186
00066901	187
00067274	188
00067707	189
00067990	190
00067999	191
00069295	192
00069879	193
00070641	194
00070816	195
00070965	196
00071178	197
00072989	198
00073343	199
00073584	200
00073713	201
00073828	202
00074038	203
00075021	204
00075135	205
00075421	206
00075515	207
00076341	208
00076563	209
00076884	210
00077419	211
00077645	212
00078760	213
00079018	214
00079398	215
00081072	216
00081572	217
00081725	218
00081836	219
00082081	220
00082241	221
00082563	222
00082714	223
00082870	224
00083124	225
00083260	226
00083334	227
00083523	228
00083809	229
00083975	230
00084230	231
00084371	232
00084562	233
00084738	234
00085046	235
00085219	236
00085432	237
00085678	238
00086297	239
00086809	240
00087218	241
00088481	242
00089027	243
00089351	244
00090186	245
00090708	246
00090779	247
00090888	248
00091013	249
00091234	250
00091311	251
00091968	252
00092293	253
00093483	254
00094312	255
00094460	256
00095329	257
00095502	258
00095873	259
00095971	260
00096343	261
00096513	262
00097504	263
00099721	264
00099951	265
00100044	266
00100253	267
00100543	268
00100551	269
00101191	270
00101779	271
00102457	272
00102586	273
00102779	274
00103696	275
00103834	276
00104539	277
00104868	278
00105164	279
00105333	280
00105479	281
00105554	282
00105624	283
00105778	284
00106272	285
00107739	286
00107875	287
00107943	288
00108303	289
00109660	290
00111129	291
00112312	292
00112628	293
00112997	294
00113113	295
00113726	296
00113818	297
00114095	298
00114431	299
00114837	300
00115036	301
00115157	302
00115500	303
00115667	304
00115803	305
00116376	306
00116619	307
00116687	308
00117385	309
00117578	310
00117959	311
00117985	312
00118523	313
00119074	314
00119266	315
00119524	316
00119568	317
00119873	318
00120010	319
00120202	320
00121046	321
00121166	322
00121366	323
00121645	324
00121678	325
00121865	326
00122106	327
00122338	328
00122954	329
00123170	330
00123234	331
00124880	332
00125126	333
00125436	334
00125629	335
00125841	336
00126264	337
00127531	338
00127672	339
00129089	340
00130778	341
00131018	342
00131426	343
00132385	344
00133338	345
00133981	346
00134574	347
00134780	348
00135285	349
00135311	350
00135504	351
00135718	352
00136800	353
00136991	354
00137313	355
00138221	356
00138508	357
00138599	358
00138956	359
00140123	360
00140393	361
00140652	362
00140751	363
00140900	364
00140967	365
00141806	366
00142191	367
00142361	368
00142665	369
00143204	370
00143251	371
00143885	372
00144314	373
00144694	374
00144850	375
00145218	376
00146138	377
00146572	378
00147187	379
00147454	380
00147595	381
00147862	382
00148763	383
00148978	384
00149084	385
00149262	386
00150202	387
00150287	388
00151087	389
00151497	390
00151689	391
00152018	392
00152887	393
00153263	394
00153809	395
00153961	396
00154233	397
00154433	398
00154778	399
00155143	400
00155298	401
00155487	402
00156101	403
00156276	404
00156390	405
00156601	406
00156625	407
00156812	408
00156839	409
00157081	410
00157957	411
00158185	412
00158222	413
00158804	414
00159177	415
00159620	416
00159642	417
00159880	418
00160261	419
00161044	420
00161225	421
00161243	422
00162167	423
00162632	424
00162688	425
00163592	426
00163779	427
00164152	428
00164345	429
00164579	430
00164816	431
00165178	432
00165942	433
00166146	434
00166172	435
00166355	436
00167278	437
00167824	438
00167934	439
00168237	440
00168588	441
00168658	442
00168910	443
00169458	444
00169651	445
00169806	446
00170156	447
00170844	448
00171127	449
00171249	450
00171586	451
00171590	452
00171618	453
00171852	454
00172710	455
00173159	456
00173283	457
00173338	458
00173764	459
00176459	460
00177186	461
00179311	462
00179718	463
00180413	464
00180770	465
00181476	466
00182213	467
00182406	468
00183090	469
00183505	470
00184117	471
00185104	472
00185307	473
00185857	474
00186616	475
00186634	476
00187526	477
00188466	478
00189565	479
00190115	480
00190783	481
00190999	482
00191142	483
00191980	484
00192613	485
00192836	486
00193130	487
00193486	488
00194969	489
00195569	490
00196084	491
00196485	492
00197419	493
00197423	494
00197610	495
00197772	496
00198451	497
00198631	498
00198793	499
00199130	500
00199309	501
00199490	502
00199659	503
00199707	504
00199912	505
00200397	506
00200863	507
00201058	508
00201407	509
00201671	510
00201722	511
00201923	512
00202236	513
00202284	514
00203342	515
00203753	516
00203866	517
00204199	518
00204439	519
00204943	520
00205046	521
00205079	522
00205349	523
00205543	524
00205598	525
00205649	526
00205885	527
00205891	528
00206302	529
00206927	530
00206998	531
00207418	532
00207728	533
00208497	534
00209174	535
00209546	536
00209943	537
00210518	538
00210797	539
00211108	540
00211110	541
00211396	542
00212173	543
00212414	544
00212790	545
00212808	546
00213052	547
00213186	548
00213343	549
00213694	550
00214951	551
00215314	552
00215800	553
00216038	554
00216174	555
00216723	556
00217014	557
00217152	558
00217700	559
00217773	560
00217956	561
00218045	562
00218208	563
00218427	564
00219012	565
00219575	566
00220276	567
00220461	568
00220522	569
00220869	570
00222135	571
00222248	572
00222376	573
00222472	574
00223500	575
00224166	576
00226566	577
00226882	578
00227003	579
00227165	580
00227507	581
00228535	582
00229260	583
00229630	584
00230172	585
00230746	586
00231557	587
00231887	588
00232542	589
00232863	590
00233335	591
00234217	592
00234725	593
00234892	594
00234988	595
00235110	596
00235208	597
00235368	598
00235435	599
00235918	600
00236289	601
00236581	602
00236592	603
00236999	604
00237078	605
00237259	606
00237511	607
00237869	608
00238022	609
00238527	610
00239024	611
00239230	612
00239910	613
00240131	614
00240184	615
00240293	616
00240571	617
00240754	618
00240938	619
00241038	620
00242583	621
00242808	622
00243124	623
00243373	624
00243900	625
00243918	626
00244416	627
00244625	628
00245059	629
00245457	630
00247439	631
00248026	632
00248063	633
00248368	634
00248659	635
00248977	636
00249313	637
00249501	638
00249679	639
00249780	640
00249852	641
00249969	642
00250181	643
00250259	644
00250710	645
00251064	646
00251463	647
00251809	648
00252019	649
00252990	650
00253761	651
00256369	652
00256507	653
00257269	654
00257535	655
00257770	656
00258665	657
00258695	658
00258854	659
00258857	660
00259177	661
00259643	662
00259894	663
00259927	664
00260648	665
00261029	666
00261258	667
00261405	668
00261533	669
00261604	670
00261705	671
00262249	672
00262596	673
00262703	674
00262743	675
00263044	676
00263231	677
00263813	678
00264366	679
00264386	680
00264529	681
00264776	682
00265386	683
00266806	684
00267349	685
00269258	686
00269963	687
00270005	688
00270215	689
00270826	690
00271263	691
00271946	692
00272391	693
00272448	694
00273319	695
00273963	696
00274283	697
00275607	698
00276373	699
00276601	700
00276883	701
00277376	702
00277569	703
00277659	704
00278040	705
00278810	706
00279235	707
00279835	708
00280586	709
00280853	710
00281752	711
00282050	712
00282485	713
00283127	714
00283568	715
00284101	716
00284409	717
00284798	718
00285557	719
00285889	720
00288970	721
00289175	722
00289388	723
00290276	724
00290302	725
00290406	726
00290740	727
00291873	728
00292672	729
00293141	730
00294245	731
00295697	732
00295701	733
00296178	734
00296946	735
00297062	736
00297404	737
00297507	738
00298161	739
00298497	740
00298556	741
00299580	742
00300441	743
00300537	744
00300761	745
00301187	746
00302394	747
00306102	748
00306314	749
00306426	750
00307631	751
00308370	752
00309115	753
00310201	754
00310666	755
00311113	756
00311338	757
00311663	758
00311809	759
00312553	760
00312784	761
00312932	762
00312990	763
00313245	764
00313647	765
00313806	766
00313987	767
00314272	768
00314469	769
00314782	770
00315390	771
00315986	772
00316594	773
00316768	774
00317207	775
00317700	776
00317888	777
00318035	778
00318326	779
00318735	780
00319176	781
00319939	782
00320852	783
00321486	784
00321956	785
00322457	786
00322847	787
00324384	788
00324834	789
00325110	790
00325502	791
00327031	792
00327683	793
00327824	794
00329031	795
00329227	796
00329619	797
00329819	798
00329831	799
00330160	800
00330457	801
00331655	802
00331950	803
00332835	804
00333366	805
00333829	806
00334186	807
00334356	808
00334509	809
00334935	810
00334996	811
00335366	812
00335653	813
00335814	814
00335988	815
00336260	816
00336539	817
00336718	818
00336922	819
00337210	820
00337903	821
00338071	822
00338559	823
00338641	824
00339463	825
00339464	826
00339934	827
00339941	828
00340192	829
00340463	830
00341285	831
00341917	832
00342028	833
00342980	834
00343249	835
00343334	836
00343700	837
00343771	838
00344040	839
00344125	840
00345761	841
00345926	842
00346095	843
00346296	844
00346693	845
00346991	846
00347420	847
00347610	848
00347652	849
00348008	850
00348312	851
00348571	852
00348746	853
00348801	854
00349369	855
00349886	856
00350030	857
00350380	858
00350461	859
00351334	860
00351406	861
00351485	862
00351638	863
00351824	864
00351963	865
00352558	866
00352826	867
00353782	868
00354634	869
00354845	870
00355252	871
00355955	872
00356199	873
00356258	874
00356367	875
00356621	876
00356790	877
00357023	878
00357275	879
00358431	880
